464.0,282.0,6.0,2.0,0.548496,s
385.0,278.0,4.0,10.0,0.960329,contraction
353.0,278.0,4.0,29.0,0.969992,startle
353.0,278.0,4.0,29.0,0.956964,startle
336.0,297.0,2.0,4.0,0.895557,li
235.0,278.0,4.0,29.0,0.969992,straightener
194.0,277.0,3.0,31.0,0.963048,contraction
194.0,277.0,3.0,31.0,0.941556,contraction
212.0,293.0,5.0,2.0,0.564609,s
214.0,299.0,6.0,11.0,0.966687,contractile
214.0,299.0,6.0,11.0,0.969323,contractile
214.0,299.0,6.0,11.0,0.947302,contractile
69.0,276.0,3.0,32.0,0.951053,straightener
69.0,276.0,3.0,32.0,0.947303,straightener
69.0,276.0,3.0,32.0,0.932978,straightener
129.0,286.0,9.0,9.0,0.969949,e
129.0,286.0,9.0,9.0,0.967597,e
148.0,266.0,66.0,53.0,0.877379,ind
148.0,266.0,66.0,53.0,0.909564,ind
13.0,266.0,127.0,53.0,0.859246,momb
13.0,266.0,127.0,53.0,0.895624,momb
13.0,266.0,127.0,59.0,0.518457,momb
13.0,266.0,127.0,59.0,0.48243,momb
13.0,264.0,128.0,62.0,0.805684,moma
13.0,264.0,128.0,62.0,0.820856,moma
13.0,264.0,128.0,62.0,0.817384,moma
13.0,266.0,127.0,60.0,0.851385,momb
219.0,231.0,114.0,88.0,0.53999,disk
219.0,231.0,114.0,88.0,0.622643,disk
219.0,231.0,114.0,88.0,0.591676,disk
219.0,231.0,114.0,88.0,0.611188,disk
219.0,231.0,114.0,88.0,0.611188,disk
219.0,231.0,114.0,88.0,0.638024,disk
216.0,229.0,117.0,90.0,0.723836,disk
216.0,229.0,117.0,90.0,0.694109,disk
216.0,229.0,117.0,90.0,0.66586,disk
216.0,229.0,117.0,90.0,0.707944,disk
216.0,229.0,117.0,90.0,0.723836,disk
216.0,229.0,117.0,90.0,0.694109,disk
147.0,228.0,186.0,91.0,0.701883,nodisic
147.0,228.0,186.0,91.0,0.745622,nodisic
335.0,304.0,8.0,22.0,0.936701,contraction
338.0,266.0,150.0,60.0,0.694886,drivel
338.0,266.0,150.0,60.0,0.761976,drivel
338.0,266.0,150.0,60.0,0.737625,drivel
338.0,264.0,150.0,62.0,0.694886,driver
338.0,264.0,150.0,62.0,0.663492,driver
338.0,264.0,150.0,62.0,0.633906,driver
338.0,264.0,150.0,62.0,0.652585,driver
338.0,258.0,150.0,68.0,0.732541,drivel
338.0,258.0,150.0,68.0,0.703367,drivel
338.0,258.0,150.0,68.0,0.675573,drivel
338.0,258.0,150.0,68.0,0.693155,drivel
404.0,270.0,12.0,45.0,0.8332,start
336.0,254.0,152.0,72.0,0.581082,drivel
336.0,254.0,152.0,72.0,0.660987,drivel
336.0,254.0,152.0,72.0,0.658582,drivel
336.0,253.0,152.0,73.0,0.691107,drivel
330.0,252.0,158.0,74.0,0.110704,drivel
330.0,252.0,158.0,74.0,0.0972872,drivel
330.0,252.0,158.0,74.0,0.103221,drivel
329.0,251.0,160.0,75.0,0.276525,drivel
329.0,251.0,160.0,75.0,0.280293,drivel
473.0,270.0,12.0,34.0,0.873963,line
473.0,270.0,12.0,34.0,0.895753,line
473.0,270.0,12.0,34.0,0.960411,line
473.0,270.0,12.0,34.0,0.963393,line
473.0,270.0,12.0,34.0,0.965664,line
473.0,270.0,12.0,34.0,0.954659,line
473.0,270.0,12.0,34.0,0.955628,line
473.0,270.0,12.0,34.0,0.955628,line
473.0,270.0,12.0,34.0,0.958594,line
329.0,250.0,165.0,76.0,0.601565,drived
329.0,250.0,169.0,76.0,0.742724,drivel
418.0,270.0,29.0,45.0,0.912914,transitional
418.0,270.0,29.0,45.0,0.900749,transitional
418.0,270.0,29.0,45.0,0.888518,transitional
418.0,270.0,29.0,45.0,0.896331,transitional
418.0,270.0,29.0,45.0,0.896331,transitional
418.0,270.0,29.0,45.0,0.896331,transitional
418.0,270.0,29.0,45.0,0.965542,transitional
418.0,270.0,29.0,45.0,0.965542,transitional
418.0,270.0,29.0,45.0,0.968143,transitional
418.0,270.0,29.0,45.0,0.970129,transitional
418.0,270.0,29.0,45.0,0.970129,transitional
418.0,270.0,29.0,45.0,0.912914,transitional
418.0,270.0,29.0,45.0,0.900749,transitional
418.0,270.0,29.0,45.0,0.919406,transitional
418.0,270.0,29.0,45.0,0.925236,transitional
418.0,270.0,29.0,45.0,0.925236,transitional
418.0,270.0,29.0,45.0,0.932274,transitional
418.0,270.0,29.0,45.0,0.975482,transitional
418.0,270.0,29.0,45.0,0.975482,transitional
418.0,270.0,29.0,45.0,0.975482,transitional
418.0,270.0,29.0,45.0,0.977021,transitional
373.0,270.0,27.0,45.0,0.912914,t
373.0,270.0,27.0,45.0,0.916924,t
373.0,270.0,27.0,45.0,0.906479,t
373.0,270.0,27.0,45.0,0.925236,t
373.0,270.0,27.0,45.0,0.925236,t
373.0,270.0,27.0,45.0,0.925236,t
373.0,270.0,27.0,45.0,0.972803,t
373.0,270.0,27.0,45.0,0.972803,t
341.0,270.0,28.0,45.0,0.910403,d
341.0,270.0,28.0,45.0,0.897926,d
341.0,270.0,28.0,45.0,0.896507,d
341.0,270.0,28.0,45.0,0.910651,d
341.0,270.0,28.0,45.0,0.910651,d
341.0,270.0,28.0,45.0,0.910651,d
448.0,270.0,23.0,46.0,0.907237,sealed
448.0,270.0,23.0,46.0,0.904709,sealed
300.0,270.0,31.0,45.0,0.912914,c
300.0,270.0,31.0,45.0,0.900749,c
300.0,270.0,31.0,45.0,0.888518,c
300.0,270.0,31.0,45.0,0.906497,c
300.0,270.0,31.0,45.0,0.913156,c
300.0,270.0,31.0,45.0,0.925236,c
300.0,270.0,31.0,45.0,0.972803,c
300.0,270.0,31.0,45.0,0.975482,c
300.0,270.0,31.0,45.0,0.975482,c
300.0,270.0,31.0,45.0,0.977021,c
300.0,270.0,31.0,45.0,0.977021,c
300.0,270.0,31.0,45.0,0.978797,c
300.0,270.0,31.0,45.0,0.978797,c
271.0,269.0,26.0,47.0,0.910403,s
271.0,269.0,26.0,47.0,0.914517,s
271.0,269.0,26.0,47.0,0.917065,s
271.0,269.0,26.0,47.0,0.930279,s
271.0,269.0,26.0,47.0,0.930279,s
271.0,269.0,26.0,47.0,0.930279,s
271.0,269.0,26.0,47.0,0.974725,s
271.0,269.0,26.0,47.0,0.974725,s
271.0,269.0,26.0,47.0,0.97631,s
271.0,269.0,26.0,47.0,0.97631,s
271.0,269.0,26.0,47.0,0.978141,s
270.0,269.0,27.0,47.0,0.912914,s
270.0,269.0,27.0,47.0,0.916924,s
270.0,269.0,27.0,47.0,0.919406,s
223.0,270.0,28.0,45.0,0.910403,d
223.0,270.0,28.0,45.0,0.897926,d
223.0,270.0,28.0,45.0,0.896507,d
223.0,270.0,28.0,45.0,0.910651,d
223.0,270.0,28.0,45.0,0.910651,d
182.0,269.0,27.0,47.0,0.912914,li
182.0,269.0,27.0,47.0,0.900749,li
182.0,269.0,27.0,47.0,0.906479,li
182.0,269.0,27.0,47.0,0.925236,li
182.0,269.0,27.0,47.0,0.925236,li
182.0,269.0,27.0,47.0,0.925236,li
182.0,269.0,27.0,47.0,0.975482,li
182.0,269.0,27.0,47.0,0.975482,li
182.0,269.0,27.0,47.0,0.977021,li
182.0,269.0,27.0,47.0,0.977021,li
182.0,269.0,27.0,47.0,0.977021,li
182.0,269.0,27.0,47.0,0.978797,li
182.0,269.0,27.0,47.0,0.98068,li
182.0,269.0,27.0,47.0,0.982793,li
151.0,270.0,27.0,45.0,0.921596,startle
151.0,270.0,27.0,45.0,0.916924,startle
151.0,270.0,27.0,45.0,0.906479,startle
151.0,270.0,27.0,45.0,0.913156,startle
151.0,270.0,27.0,45.0,0.925236,startle
57.0,269.0,27.0,47.0,0.927266,cl
57.0,269.0,27.0,47.0,0.928521,cl
57.0,269.0,27.0,47.0,0.919406,cl
57.0,269.0,27.0,47.0,0.925236,cl
57.0,269.0,27.0,47.0,0.925236,cl
57.0,269.0,27.0,47.0,0.932274,cl
57.0,269.0,27.0,47.0,0.975482,cl
57.0,269.0,27.0,47.0,0.975482,cl
57.0,269.0,27.0,47.0,0.977021,cl
88.0,270.0,37.0,45.0,0.86589,startle
88.0,270.0,37.0,45.0,0.848248,startle
88.0,270.0,37.0,45.0,0.830763,startle
88.0,270.0,37.0,45.0,0.912914,startle
88.0,270.0,37.0,45.0,0.900749,startle
88.0,270.0,37.0,45.0,0.899365,startle
88.0,270.0,37.0,45.0,0.913156,startle
88.0,270.0,37.0,45.0,0.913156,startle
88.0,270.0,37.0,45.0,0.925236,startle
88.0,270.0,37.0,45.0,0.925236,startle
88.0,270.0,37.0,45.0,0.972803,startle
88.0,270.0,37.0,45.0,0.972803,startle
88.0,270.0,37.0,45.0,0.972803,startle
88.0,270.0,37.0,45.0,0.974505,startle
88.0,270.0,37.0,45.0,0.86589,startle
88.0,270.0,37.0,45.0,0.900749,startle
88.0,270.0,37.0,45.0,0.888518,startle
88.0,270.0,37.0,45.0,0.906497,startle
88.0,270.0,38.0,46.0,0.917228,startle
16.0,270.0,37.0,45.0,0.912914,startle
16.0,270.0,37.0,45.0,0.900749,startle
16.0,270.0,37.0,45.0,0.899365,startle
16.0,270.0,38.0,46.0,0.917228,startle
16.0,270.0,37.0,45.0,0.912914,startle
16.0,270.0,37.0,45.0,0.900749,startle
16.0,270.0,37.0,45.0,0.899365,startle
16.0,270.0,37.0,45.0,0.913156,startle
16.0,270.0,37.0,45.0,0.913156,startle
16.0,270.0,37.0,45.0,0.913156,startle
16.0,270.0,37.0,45.0,0.925236,startle
16.0,270.0,37.0,45.0,0.972803,startle
16.0,270.0,37.0,45.0,0.972803,startle
16.0,270.0,37.0,45.0,0.972803,startle
16.0,270.0,37.0,45.0,0.974505,startle
16.0,270.0,37.0,45.0,0.86589,startle
16.0,270.0,37.0,45.0,0.900749,startle
177.0,315.0,113.0,11.0,0.962203,readout
219.0,315.0,71.0,11.0,0.954983,anticipated
226.0,316.0,59.0,10.0,0.901189,sharpen
63.0,198.0,51.0,72.0,0.806264,o
63.0,198.0,51.0,72.0,0.801586,o
63.0,198.0,51.0,72.0,0.793729,o
63.0,199.0,51.0,71.0,0.848355,o
63.0,199.0,51.0,71.0,0.840075,o
63.0,199.0,51.0,71.0,0.844464,o
